time,date,ip,log,label
19:14:01,12-04-2026,103.21.244.0,system crash detected kernel panic,system_crash
19:14:02,12-04-2026,120.215.10.121,login successful,normal
19:14:03,12-04-2026,160.23.112.78,data fetched from database,normal
19:14:04,12-04-2026,83.249.18.136,query executed successfully,normal
19:14:05,12-04-2026,141.129.55.140,request processed successfully,normal
19:14:06,12-04-2026,112.90.201.147,cache hit for request,normal
19:14:07,12-04-2026,83.249.18.136,connection established successfully,normal
19:14:08,12-04-2026,141.129.55.140,brief database connection retry success,normal
19:14:09,12-04-2026,212.148.221.19,session reopened after timeout,normal
19:14:10,12-04-2026,239.26.69.30,query executed successfully,normal
19:14:11,12-04-2026,198.51.100.1,database connection failed repeatedly,db_failure
19:14:12,12-04-2026,249.67.134.62,brief database connection retry success,normal
19:14:13,12-04-2026,212.148.221.19,cache hit for request,normal
19:14:14,12-04-2026,56.6.49.181,api call completed,normal
19:14:15,12-04-2026,136.212.36.238,session closed normally,normal
19:14:16,12-04-2026,212.148.221.19,file read successfully,normal
19:14:17,12-04-2026,21.56.183.3,failed login attempt then success,normal
19:14:18,12-04-2026,72.128.229.156,session started,normal
19:14:19,12-04-2026,41.135.83.82,api call completed,normal
19:14:20,12-04-2026,60.211.213.144,failed login attempt then success,normal
19:14:21,12-04-2026,103.21.244.0,database connection failed repeatedly,db_failure
19:14:22,12-04-2026,89.204.124.162,api call completed,normal
19:14:23,12-04-2026,108.84.58.22,user profile loaded,normal
19:14:24,12-04-2026,21.56.183.3,session reopened after timeout,normal
19:14:25,12-04-2026,120.215.10.121,api call completed,normal
19:14:26,12-04-2026,100.66.25.203,user profile loaded,normal
19:14:27,12-04-2026,120.215.10.121,normal authentication success,normal
19:14:28,12-04-2026,131.202.162.179,connection established successfully,normal
19:14:29,12-04-2026,30.78.61.199,session closed normally,normal
19:14:30,12-04-2026,180.30.184.224,normal authentication success,normal
19:14:31,12-04-2026,192.168.66.66,data exfiltration large file transfer 2gb,data_exfiltration
19:14:32,12-04-2026,41.161.37.196,api call completed,normal
19:14:33,12-04-2026,83.249.18.136,user logged out,normal
19:14:34,12-04-2026,243.48.144.10,login from new ip verified,normal
19:14:35,12-04-2026,120.200.118.120,cache hit for request,normal
19:14:36,12-04-2026,181.152.105.215,api call completed,normal
19:14:37,12-04-2026,243.48.144.10,cache hit for request,normal
19:14:38,12-04-2026,181.152.105.215,login successful,normal
19:14:39,12-04-2026,30.82.144.131,login from new ip verified,normal
19:14:40,12-04-2026,194.143.19.89,data fetched from database,normal
19:14:41,12-04-2026,103.21.244.0,database connection failed repeatedly,db_failure
19:14:42,12-04-2026,180.30.184.224,file read successfully,normal
19:14:43,12-04-2026,95.79.198.83,api call completed,normal
19:14:44,12-04-2026,33.160.89.236,password verified successfully,normal
19:14:45,12-04-2026,227.89.106.100,session closed normally,normal
19:14:46,12-04-2026,239.26.69.30,token refreshed successfully,normal
19:14:47,12-04-2026,41.135.83.82,brief database connection retry success,normal
19:14:48,12-04-2026,236.203.182.178,token refreshed successfully,normal
19:14:49,12-04-2026,95.209.167.87,token refreshed successfully,normal
19:14:50,12-04-2026,41.161.37.196,user profile loaded,normal
19:14:51,12-04-2026,198.51.100.1,failed login attempt,brute_force
19:14:52,12-04-2026,83.249.18.136,token refreshed successfully,normal
19:14:53,12-04-2026,60.211.213.144,password verified successfully,normal
19:14:54,12-04-2026,41.161.37.196,login successful,normal
19:14:55,12-04-2026,227.89.106.100,normal authentication success,normal
19:14:56,12-04-2026,127.249.128.53,login from new ip verified,normal
19:14:57,12-04-2026,60.211.213.144,login successful,normal
19:14:58,12-04-2026,65.159.212.65,session started,normal
19:14:59,12-04-2026,174.33.51.59,normal authentication success,normal
19:15:00,12-04-2026,249.67.134.62,session started,normal
19:15:01,12-04-2026,192.168.66.66,failed login attempt,brute_force
19:15:02,12-04-2026,179.7.109.16,token refreshed successfully,normal
19:15:03,12-04-2026,41.161.37.196,user logged out,normal
19:15:04,12-04-2026,65.159.212.65,api call completed,normal
19:15:05,12-04-2026,56.6.49.181,normal authentication success,normal
19:15:06,12-04-2026,120.215.10.121,normal authentication success,normal
19:15:07,12-04-2026,89.204.124.162,request processed successfully,normal
19:15:08,12-04-2026,227.89.106.100,failed login attempt then success,normal
19:15:09,12-04-2026,249.109.230.120,user profile loaded,normal
19:15:10,12-04-2026,42.143.85.184,connection established successfully,normal
19:15:11,12-04-2026,45.33.32.156,sql injection attempt detected,sql_injection
19:15:12,12-04-2026,170.230.24.78,cache hit for request,normal
19:15:13,12-04-2026,127.249.128.53,request processed successfully,normal
19:15:14,12-04-2026,227.89.106.100,brief database connection retry success,normal
19:15:15,12-04-2026,100.66.25.203,session started,normal
19:15:16,12-04-2026,127.97.168.240,cache hit for request,normal
19:15:17,12-04-2026,95.209.167.87,failed login attempt then success,normal
19:15:18,12-04-2026,249.67.134.62,password verified successfully,normal
19:15:19,12-04-2026,69.228.217.25,file read successfully,normal
19:15:20,12-04-2026,73.98.124.233,session closed normally,normal
19:15:21,12-04-2026,203.0.113.42,unauthorized access attempt detected,unauthorized_access
19:15:22,12-04-2026,93.84.113.52,user profile loaded,normal
19:15:23,12-04-2026,30.82.144.131,login successful,normal
19:15:24,12-04-2026,65.207.213.189,query executed successfully,normal
19:15:25,12-04-2026,65.207.213.189,cache hit for request,normal
19:15:26,12-04-2026,181.152.105.215,user profile loaded,normal
19:15:27,12-04-2026,243.48.144.10,password verified successfully,normal
19:15:28,12-04-2026,160.23.112.78,query executed successfully,normal
19:15:29,12-04-2026,65.159.212.65,password verified successfully,normal
19:15:30,12-04-2026,21.56.183.3,token refreshed successfully,normal
19:15:31,12-04-2026,203.0.113.42,data exfiltration large file transfer 2gb,data_exfiltration
19:15:32,12-04-2026,136.212.36.238,normal authentication success,normal
19:15:33,12-04-2026,172.145.205.200,file read successfully,normal
19:15:34,12-04-2026,249.67.134.62,failed login attempt then success,normal
19:15:35,12-04-2026,97.231.133.160,login from new ip verified,normal
19:15:36,12-04-2026,136.212.36.238,login from new ip verified,normal
19:15:37,12-04-2026,236.203.182.178,query executed successfully,normal
19:15:38,12-04-2026,100.66.25.203,session reopened after timeout,normal
19:15:39,12-04-2026,212.148.221.19,query executed successfully,normal
19:15:40,12-04-2026,65.159.212.65,user profile loaded,normal
19:15:41,12-04-2026,203.0.113.42,infinite retry loop detected,infinite_retry
19:15:42,12-04-2026,114.215.166.160,data fetched from database,normal
19:15:43,12-04-2026,72.128.229.156,user logged out,normal
19:15:44,12-04-2026,95.79.198.83,cache hit for request,normal
19:15:45,12-04-2026,136.212.36.238,file read successfully,normal
19:15:46,12-04-2026,127.249.128.53,normal authentication success,normal
19:15:47,12-04-2026,207.116.168.17,login from new ip verified,normal
19:15:48,12-04-2026,73.98.124.233,login successful,normal
19:15:49,12-04-2026,136.212.36.238,file read successfully,normal
19:15:50,12-04-2026,120.215.10.121,user profile loaded,normal
19:15:51,12-04-2026,203.0.113.42,failed login attempt,brute_force
19:15:52,12-04-2026,56.6.49.181,user profile loaded,normal
19:15:53,12-04-2026,112.90.201.147,api call completed,normal
19:15:54,12-04-2026,60.211.213.144,connection established successfully,normal
19:15:55,12-04-2026,239.26.69.30,brief database connection retry success,normal
19:15:56,12-04-2026,33.160.89.236,user logged out,normal
19:15:57,12-04-2026,65.159.212.65,password verified successfully,normal
19:15:58,12-04-2026,95.209.167.87,session started,normal
19:15:59,12-04-2026,65.207.213.189,user profile loaded,normal
19:16:00,12-04-2026,243.48.144.10,api call completed,normal
19:16:01,12-04-2026,192.168.66.66,multiple session spam from single ip,session_spam
19:16:02,12-04-2026,127.249.128.53,connection established successfully,normal
19:16:03,12-04-2026,249.109.230.120,file read successfully,normal
19:16:04,12-04-2026,141.129.55.140,user profile loaded,normal
19:16:05,12-04-2026,239.26.69.30,connection established successfully,normal
19:16:06,12-04-2026,41.161.37.196,connection established successfully,normal
19:16:07,12-04-2026,60.211.213.144,login from new ip verified,normal
19:16:08,12-04-2026,41.135.83.82,data fetched from database,normal
19:16:09,12-04-2026,30.78.61.199,file read successfully,normal
19:16:10,12-04-2026,127.249.128.53,cache hit for request,normal
19:16:11,12-04-2026,198.51.100.1,database connection failed repeatedly,db_failure
19:16:12,12-04-2026,65.159.212.65,login from new ip verified,normal
19:16:13,12-04-2026,83.249.18.136,session reopened after timeout,normal
19:16:14,12-04-2026,65.159.212.65,normal authentication success,normal
19:16:15,12-04-2026,89.184.176.184,login successful,normal
19:16:16,12-04-2026,67.171.65.231,login from new ip verified,normal
19:16:17,12-04-2026,127.97.168.240,token refreshed successfully,normal
19:16:18,12-04-2026,89.184.176.184,query executed successfully,normal
19:16:19,12-04-2026,114.215.166.160,token refreshed successfully,normal
19:16:20,12-04-2026,120.200.118.120,api call completed,normal
19:16:21,12-04-2026,103.21.244.0,cpu usage spike 98 percent,cpu_spike
19:16:22,12-04-2026,97.231.133.160,login from new ip verified,normal
19:16:23,12-04-2026,249.67.134.62,password verified successfully,normal
19:16:24,12-04-2026,30.78.61.199,normal authentication success,normal
19:16:25,12-04-2026,65.159.212.65,normal authentication success,normal
19:16:26,12-04-2026,172.145.205.200,password verified successfully,normal
19:16:27,12-04-2026,174.33.51.59,cache hit for request,normal
19:16:28,12-04-2026,41.161.37.196,session closed normally,normal
19:16:29,12-04-2026,131.202.162.179,session closed normally,normal
19:16:30,12-04-2026,89.204.124.162,failed login attempt then success,normal
19:16:31,12-04-2026,203.0.113.42,system crash detected kernel panic,system_crash
19:16:32,12-04-2026,42.143.85.184,brief database connection retry success,normal
19:16:33,12-04-2026,141.49.28.195,failed login attempt then success,normal
19:16:34,12-04-2026,207.116.168.17,cache hit for request,normal
19:16:35,12-04-2026,181.152.105.215,session closed normally,normal
19:16:36,12-04-2026,243.48.144.10,data fetched from database,normal
19:16:37,12-04-2026,30.78.61.199,session reopened after timeout,normal
19:16:38,12-04-2026,97.231.133.160,api call completed,normal
19:16:39,12-04-2026,73.98.124.233,brief database connection retry success,normal
19:16:40,12-04-2026,73.98.124.233,brief database connection retry success,normal
19:16:41,12-04-2026,103.21.244.0,failed login attempt,brute_force
19:16:42,12-04-2026,172.145.205.200,login from new ip verified,normal
19:16:43,12-04-2026,41.161.37.196,user logged out,normal
19:16:44,12-04-2026,65.159.212.65,session started,normal
19:16:45,12-04-2026,172.145.205.200,user profile loaded,normal
19:16:46,12-04-2026,30.82.144.131,brief database connection retry success,normal
19:16:47,12-04-2026,65.159.212.65,request processed successfully,normal
19:16:48,12-04-2026,89.184.176.184,session reopened after timeout,normal
19:16:49,12-04-2026,131.202.162.179,data fetched from database,normal
19:16:50,12-04-2026,249.67.134.62,token refreshed successfully,normal
19:16:51,12-04-2026,198.51.100.1,failed login attempt,brute_force
19:16:52,12-04-2026,83.249.18.136,cache hit for request,normal
19:16:53,12-04-2026,131.202.162.179,login from new ip verified,normal
19:16:54,12-04-2026,120.215.10.121,query executed successfully,normal
19:16:55,12-04-2026,236.203.182.178,normal authentication success,normal
19:16:57,12-04-2026,227.89.106.100,query executed successfully,normal
19:16:58,12-04-2026,65.207.213.189,login successful,normal
19:16:59,12-04-2026,33.160.89.236,brief database connection retry success,normal
19:17:00,12-04-2026,141.49.28.195,query executed successfully,normal
19:17:01,12-04-2026,172.145.205.200,file read successfully,normal
19:17:02,12-04-2026,192.168.66.66,failed login attempt,brute_force
19:17:03,12-04-2026,141.129.55.140,cache hit for request,normal
19:17:04,12-04-2026,108.84.58.22,query executed successfully,normal
19:17:05,12-04-2026,160.23.112.78,file read successfully,normal
19:17:06,12-04-2026,21.56.183.3,file read successfully,normal
19:17:07,12-04-2026,243.48.144.10,user profile loaded,normal
19:17:08,12-04-2026,67.171.65.231,file read successfully,normal
19:17:09,12-04-2026,239.26.69.30,normal authentication success,normal
19:17:10,12-04-2026,120.215.10.121,session closed normally,normal
19:17:11,12-04-2026,127.97.168.240,brief database connection retry success,normal
19:17:12,12-04-2026,192.168.66.66,sql injection attempt detected,sql_injection
19:17:13,12-04-2026,160.23.112.78,request processed successfully,normal
19:17:14,12-04-2026,89.184.176.184,file read successfully,normal
19:17:15,12-04-2026,42.143.85.184,login from new ip verified,normal
19:17:16,12-04-2026,239.26.69.30,connection established successfully,normal
19:17:17,12-04-2026,141.49.28.195,login successful,normal
19:17:18,12-04-2026,160.23.112.78,file read successfully,normal
19:17:19,12-04-2026,60.211.213.144,user logged out,normal
19:17:20,12-04-2026,108.84.58.22,session reopened after timeout,normal
19:17:21,12-04-2026,236.203.182.178,session started,normal
19:17:22,12-04-2026,103.21.244.0,ddos request flood 5000 requests per second,ddos
19:17:23,12-04-2026,41.161.37.196,connection established successfully,normal
19:17:24,12-04-2026,93.84.113.52,query executed successfully,normal
19:17:25,12-04-2026,227.89.106.100,connection established successfully,normal
19:17:26,12-04-2026,112.90.201.147,brief database connection retry success,normal
19:17:27,12-04-2026,181.152.105.215,login successful,normal
19:17:28,12-04-2026,21.56.183.3,session closed normally,normal
19:17:29,12-04-2026,131.202.162.179,login from new ip verified,normal
19:17:30,12-04-2026,89.204.124.162,login from new ip verified,normal
